"model","term","estimate","std.error","statistic","p.value","stars"
"reg1","avg_score_Q29:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q29:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q29:clusterUrban Hub - Local (Wellcome)",53.8959927916171,23.3290028842449,2.31025702465901,0.0209061128574263,"*"
"reg1","avg_score_Q30:scaleUpscales",NA,NA,NA,NA,""
"reg1","avg_score_Q30:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q30:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q30:clusterResidential - High Income (Wellcome)",27.6545348270252,11.2277955113926,2.46304225962833,0.0138029411736845,"*"
"reg1","avg_score_Q30:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q30:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg1","avg_score_Q30:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg1","avg_score_Q30:clusterUrban Hub - Local (Wellcome)",51.6412186475306,11.1493001776177,4.63179014151943,3.69808513842999e-06,"***"
"reg2","(Intercept)",9683.23643652611,381.648496743555,25.3721330468981,2.6691019326425e-135,"***"
"reg2","avg_score_Q1",-18.4946493103036,13.8081704758038,-1.33939896981371,0.180489187311226,""
"reg2","avg_score_Q2",12.0146066130053,16.7508468765653,0.717253682845966,0.473244197533281,""
"reg2","avg_score_Q3",-111.95206242708,16.1515327801946,-6.93135840112698,4.58352128069783e-12,"***"
"reg2","avg_score_Q4",40.4675450797092,17.3371674171331,2.33414975503542,0.0196191829685212,"*"
"reg2","avg_score_Q5",67.5619487099945,16.8113709927514,4.01882444561633,5.91715734174374e-05,"***"
"reg2","avg_score_Q6",-85.8774636320029,13.0294107348137,-6.59104739115667,4.72174257644821e-11,"***"
"reg2","avg_score_Q7",-54.4345882568088,14.1491188282604,-3.84720694748039,0.000120653085044686,"***"
"reg2","avg_score_Q8",14.4428672979214,17.0638996358918,0.84639898300519,0.397362384249872,""
"reg2","avg_score_Q9",-101.071658902314,22.1241415318606,-4.56838782904921,5.00862107487883e-06,"***"
"reg2","avg_score_Q10",76.8246292466134,20.7380272680793,3.70452928108859,0.000213598793049717,"***"
"reg2","avg_score_Q11",98.9017107947297,16.4406035230446,6.01569830791796,1.89174579043755e-09,"***"
"reg2","avg_score_Q12",41.9276715094329,15.8566290893111,2.64417306309424,0.00820939603602578,"**"
"reg2","avg_score_Q15",54.7667158432139,15.9078311551818,3.44275189426903,0.000579576923592179,"***"
"reg2","avg_score_Q16",-9.86407012154107,18.5735994424589,-0.531080157731407,0.595381973234637,""
"reg2","avg_score_Q17",-25.0090458568003,17.5543994560324,-1.42465972244959,0.154305167392941,""
"reg2","avg_score_Q18",140.632624952875,19.16106387336,7.33949982539329,2.41446171115399e-13,"***"
"reg2","avg_score_Q19",-158.990114956254,18.1127966325435,-8.7777783951151,2.11950588711491e-18,"***"
"reg2","avg_score_Q20",3.03276506353817,17.2043651970568,0.176278812313109,0.860080578055953,""
"reg2","avg_score_Q21",32.161504032492,18.20699364215,1.76643682447589,0.0773710556393471,"."
"reg2","avg_score_Q22",-92.5610009958193,17.0446786573708,-5.43049258108438,5.83019931533783e-08,"***"
"reg2","avg_score_Q23",-232.072421765792,19.8716168273895,-11.6785877959322,3.4340485634755e-31,"***"
"reg2","avg_score_Q24",22.5424049019527,15.8031641713177,1.42644882110802,0.153788429177395,""
"reg2","avg_score_Q25",44.1566931844953,19.6157558582664,2.25108293065786,0.0244146463051351,"*"
"reg2","avg_score_Q26",136.916234795527,16.4355661279974,8.33048486004355,9.7880653086934e-17,"***"
"reg2","avg_score_Q27",-40.3942622609846,16.4989444813181,-2.44829372610614,0.014380566488175,"*"
"reg2","avg_score_Q28",24.5817706440144,14.2269081924141,1.7278364569135,0.0840666009080542,"."
"reg2","avg_score_Q29",-40.034022835058,17.3900054369537,-2.30212825293233,0.0213604248944438,"*"
"reg2","avg_score_Q30",149.820924486373,17.1719293294996,8.72475780744082,3.37177523572956e-18,"***"
"reg2","scaleUpscales",-126561.854738474,20711.6671791915,-6.11065510291843,1.05157375096837e-09,"***"
"reg2","clusterOffice - High Income (Upscale)",-247509.968523295,146850.552213546,-1.68545480280777,0.0919504281378277,"."
"reg2","clusterOffice - Local (Wellcome)",-40348.0532947516,17533.7984428966,-2.30115872645369,0.0214151810029351,"*"
"reg2","clusterResidential - High Income (Wellcome)",-4174.3904097487,1098.02965278799,-3.80171008965886,0.000145058860475533,"***"
"reg2","clusterResidential - Western & Top Income (Upscale)",119802.295609109,20373.1196758798,5.88040994776785,4.30246687235109e-09,"***"
"reg2","clusterTourist Border(Wellcome)",2833.88201686118,1057.81513903363,2.67899551848925,0.00740353816887345,"**"
"reg2","clusterUrban Hub - High Income (Upscale)",115153.349639012,23095.3011867368,4.98600770381565,6.32902379350761e-07,"***"
"reg2","clusterUrban Hub - Local (Wellcome)",-12637.0352143039,1114.89966084265,-11.3346838806577,1.7041025794338e-29,"***"
"reg2","avg_score_Q1:scaleUpscales",-701.195606086322,2197.21467872343,-0.319129310793478,0.749639048482496,""
"reg2","avg_score_Q1:clusterOffice - High Income (Upscale)",-6443.57871134291,5492.62442990231,-1.17313295193888,0.240786888230717,""
"reg2","avg_score_Q1:clusterOffice - Local (Wellcome)",-286.664523798692,155.011996788203,-1.84930540692518,0.0644605809660155,"."
"reg2","avg_score_Q1:clusterResidential - High Income (Wellcome)",184.620273067487,50.1654044521436,3.68023092973585,0.000234971130112724,"***"
"reg2","avg_score_Q1:clusterResidential - Western & Top Income (Upscale)",2005.55268195684,2382.67981552006,0.841721438563954,0.399975874768718,""
"reg2","avg_score_Q1:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q1:clusterUrban Hub - High Income (Upscale)",1597.852027673,2042.79273624623,0.782189988891951,0.434132351811662,""
"reg2","avg_score_Q1:clusterUrban Hub - Local (Wellcome)",220.377258383919,62.8548490651056,3.50612978412612,0.000457842921020925,"***"
"reg2","avg_score_Q2:scaleUpscales",-120.443394705283,6820.81566405841,-0.0176582099029515,0.98591207881612,""
"reg2","avg_score_Q2:clusterOffice - High Income (Upscale)",19467.1050668449,18120.0011562915,1.07434347817829,0.282709949543646,""
"reg2","avg_score_Q2:clusterOffice - Local (Wellcome)",2838.50838075465,1318.5496934125,2.15275040063783,0.0313761896254962,"*"
"reg2","avg_score_Q2:clusterResidential - High Income (Wellcome)",-171.136756138894,47.9943344133914,-3.56576996494703,0.000365483311932767,"***"
"reg2","avg_score_Q2:clusterResidential - Western & Top Income (Upscale)",789.226930796757,7027.49454830672,0.112305591327271,0.910584689995491,""
"reg2","avg_score_Q2:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q2:clusterUrban Hub - High Income (Upscale)",-68.651541933352,7014.49214504945,-0.00978710083549007,0.992191458197528,""
"reg2","avg_score_Q2:clusterUrban Hub - Local (Wellcome)",-285.526819648156,63.0271707609628,-4.53021793935581,6.00106547836907e-06,"***"
"reg2","avg_score_Q3:scaleUpscales",-5855.38413891367,4318.86293632696,-1.35576984619324,0.175221050146084,""
"reg2","avg_score_Q3:clusterOffice - High Income (Upscale)",-9836.21162272988,17224.135487111,-0.571071426492809,0.567971615702396,""
"reg2","avg_score_Q3:clusterOffice - Local (Wellcome)",-2608.02181751319,1520.38701161497,-1.71536707271849,0.086327166691675,"."
"reg2","avg_score_Q3:clusterResidential - High Income (Wellcome)",161.055312008849,46.7636180205799,3.44403018470407,0.000576848800846165,"***"
"reg2","avg_score_Q3:clusterResidential - Western & Top Income (Upscale)",5349.35478304446,4411.85929068756,1.21249442255235,0.225368685500612,""
"reg2","avg_score_Q3:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q3:clusterUrban Hub - High Income (Upscale)",4867.12933855466,4224.78689214795,1.15204138405195,0.249347824096239,""
"reg2","avg_score_Q3:clusterUrban Hub - Local (Wellcome)",397.302401384575,54.4318753056195,7.29907612320603,3.25482696339539e-13,"***"
"reg2","avg_score_Q4:scaleUpscales",8006.94488287373,8093.02406048046,0.989363780836009,0.322523220720543,""
"reg2","avg_score_Q4:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q4:clusterOffice - Local (Wellcome)",711.956080658145,571.91291357246,1.24486799259507,0.213226626366154,""
"reg2","avg_score_Q4:clusterResidential - High Income (Wellcome)",-490.548244933937,81.0687007254536,-6.05101895730662,1.52209451653838e-09,"***"
"reg2","avg_score_Q4:clusterResidential - Western & Top Income (Upscale)",-6580.08056390541,7808.10714499403,-0.842724163707725,0.399414752042588,""
"reg2","avg_score_Q4:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q4:clusterUrban Hub - High Income (Upscale)",-8500.55884920643,8423.64157951514,-1.00913111852697,0.312950548259538,""
"reg2","avg_score_Q4:clusterUrban Hub - Local (Wellcome)",148.743245196834,61.7763482495705,2.40777011609566,0.0160788705754542,"*"
"reg2","avg_score_Q5:scaleUpscales",157.937601231837,276.294690059743,0.571627349036951,0.567594875386473,""
"reg2","avg_score_Q5:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q5:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q5:clusterResidential - High Income (Wellcome)",-51.6886462830946,53.9390266400711,-0.95827918119485,0.337958806609288,""
"reg2","avg_score_Q5:clusterResidential - Western & Top Income (Upscale)",-213.884858263478,547.708907223777,-0.39050827080322,0.696173956595139,""
"reg2","avg_score_Q5:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q5:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q5:clusterUrban Hub - Local (Wellcome)",-175.709827252419,76.3690311975368,-2.30079947980388,0.0214355012568622,"*"
"reg2","avg_score_Q6:scaleUpscales",1481.92948222626,332.202771331134,4.46091848146897,8.30288091781751e-06,"***"
"reg2","avg_score_Q6:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q6:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q6:clusterResidential - High Income (Wellcome)",-32.3605437993577,42.2892393453991,-0.765219339488508,0.444169637074367,""
"reg2","avg_score_Q6:clusterResidential - Western & Top Income (Upscale)",-372.249682499427,543.688496540683,-0.684674560649955,0.493574516273027,""
"reg2","avg_score_Q6:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q6:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q6:clusterUrban Hub - Local (Wellcome)",-6.76612333817423,58.8525887910894,-0.114967301815594,0.908474706865468,""
"reg2","avg_score_Q7:scaleUpscales",275.811462430853,550.263293489852,0.501235437097058,0.616222966627882,""
"reg2","avg_score_Q7:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q7:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q7:clusterResidential - High Income (Wellcome)",49.7655488923777,47.2843194093619,1.05247467900584,0.292622225589007,""
"reg2","avg_score_Q7:clusterResidential - Western & Top Income (Upscale)",712.453452253508,774.795560648724,0.919537344350531,0.357849820835556,""
"reg2","avg_score_Q7:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q7:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q7:clusterUrban Hub - Local (Wellcome)",305.968821582963,62.3459593135351,4.9075966582575,9.45201787276776e-07,"***"
"reg2","avg_score_Q8:scaleUpscales",-1323.0532005774,996.500533920031,-1.32769943973113,0.184325568961315,""
"reg2","avg_score_Q8:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q8:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q8:clusterResidential - High Income (Wellcome)",199.121858123607,53.2349022787392,3.74043812611884,0.000185332518196596,"***"
"reg2","avg_score_Q8:clusterResidential - Western & Top Income (Upscale)",2567.29881543852,1091.14344507127,2.35285179692468,0.0186606675883206,"*"
"reg2","avg_score_Q8:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q8:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q8:clusterUrban Hub - Local (Wellcome)",117.674258010074,102.527621411509,1.14773225390425,0.251122734235072,""
"reg2","avg_score_Q9:scaleUpscales",-1688.9705339972,771.777997236769,-2.18841498467732,0.0286760159977381,"*"
"reg2","avg_score_Q9:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q9:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q9:clusterResidential - High Income (Wellcome)",228.947700786371,69.5796758266107,3.29043931387232,0.00100581556692209,"**"
"reg2","avg_score_Q9:clusterResidential - Western & Top Income (Upscale)",1823.31263887878,817.641649009741,2.229965463583,0.0257848665800824,"*"
"reg2","avg_score_Q9:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q9:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q9:clusterUrban Hub - Local (Wellcome)",345.811215669972,100.48695533352,3.44135429839836,0.000582573414941301,"***"
"reg2","avg_score_Q10:scaleUpscales",782.246061691776,241.521210150487,3.23882967133352,0.00120644161425957,"**"
"reg2","avg_score_Q10:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q10:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q10:clusterResidential - High Income (Wellcome)",-359.808258451529,51.0749137727882,-7.04471592555538,2.05634017720277e-12,"***"
"reg2","avg_score_Q10:clusterResidential - Western & Top Income (Upscale)",-2522.61832259944,773.522911439138,-3.2612069859781,0.00111529681064672,"**"
"reg2","avg_score_Q10:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q10:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q10:clusterUrban Hub - Local (Wellcome)",-261.233071177612,104.2293881649,-2.50632835687682,0.0122242504181456,"*"
"reg2","avg_score_Q11:scaleUpscales",-1133.93921666667,423.705393986875,-2.67624446787618,0.00746451875828675,"**"
"reg2","avg_score_Q11:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q11:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q11:clusterResidential - High Income (Wellcome)",47.3048896947768,56.0435226477374,0.844074167002537,0.398660041919603,""
"reg2","avg_score_Q11:clusterResidential - Western & Top Income (Upscale)",-338.475601162586,849.409879128681,-0.398483240517278,0.690287526672212,""
"reg2","avg_score_Q11:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q11:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q11:clusterUrban Hub - Local (Wellcome)",96.6106382731689,100.991133854188,0.956624949004495,0.338793333105079,""
"reg2","avg_score_Q12:scaleUpscales",-873.42585970425,1276.94176388516,-0.683998193501641,0.494001488229265,""
"reg2","avg_score_Q12:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q12:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q12:clusterResidential - High Income (Wellcome)",-220.994074119348,50.2439238101229,-4.3984238761787,1.10836482091632e-05,"***"
"reg2","avg_score_Q12:clusterResidential - Western & Top Income (Upscale)",542.216337088844,1277.1492896755,0.424552040604909,0.67117777224179,""
"reg2","avg_score_Q12:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q12:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q12:clusterUrban Hub - Local (Wellcome)",-609.287480198861,67.7547898363125,-8.9925373788455,3.14541624232347e-19,"***"
"reg2","avg_score_Q15:scaleUpscales",-1107.21545273722,509.306653087637,-2.17396620685161,0.0297448154449082,"*"
"reg2","avg_score_Q15:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q15:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q15:clusterResidential - High Income (Wellcome)",96.1644968069321,62.1621371156368,1.5469947023868,0.12191479943996,""
"reg2","avg_score_Q15:clusterResidential - Western & Top Income (Upscale)",518.853714045811,534.624934930235,0.970500401582499,0.331834417883679,""
"reg2","avg_score_Q15:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q15:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q15:clusterUrban Hub - Local (Wellcome)",371.591895816661,52.4064894232921,7.09057026917562,1.48171109441947e-12,"***"
"reg2","avg_score_Q16:scaleUpscales",1396.91334908308,1116.07462092181,1.25163078068142,0.210750947565005,""
"reg2","avg_score_Q16:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q16:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q16:clusterResidential - High Income (Wellcome)",-269.06070782463,67.5341381076909,-3.98406961817714,6.85096561819324e-05,"***"
"reg2","avg_score_Q16:clusterResidential - Western & Top Income (Upscale)",-1959.55753964153,1232.28975007197,-1.59017596269635,0.111845370632954,""
"reg2","avg_score_Q16:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q16:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q16:clusterUrban Hub - Local (Wellcome)",-277.874953092904,152.748155608619,-1.8191705947985,0.0689329002229087,"."
"reg2","avg_score_Q17:scaleUpscales",804.900420792665,512.898356952251,1.56931760432135,0.116624220650481,""
"reg2","avg_score_Q17:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q17:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q17:clusterResidential - High Income (Wellcome)",-184.238830010838,71.4312802538585,-2.57924580598408,0.00992411438695609,"**"
"reg2","avg_score_Q17:clusterResidential - Western & Top Income (Upscale)",-1309.84571124809,667.103573774945,-1.96348177815336,0.0496341800357187,"*"
"reg2","avg_score_Q17:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q17:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q17:clusterUrban Hub - Local (Wellcome)",-71.8989000154821,58.3773846285618,-1.23162249341853,0.218136148295944,""
"reg2","avg_score_Q18:scaleUpscales",-1003.36690111909,568.602521254643,-1.76461915593537,0.0776762878570013,"."
"reg2","avg_score_Q18:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q18:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q18:clusterResidential - High Income (Wellcome)",58.9690842217511,58.9545190725112,1.00024705738371,0.317229413958535,""
"reg2","avg_score_Q18:clusterResidential - Western & Top Income (Upscale)",1381.05915500497,641.592792290342,2.15254780228265,0.0313921311903829,"*"
"reg2","avg_score_Q18:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q18:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q18:clusterUrban Hub - Local (Wellcome)",-60.16412196352,111.220541550422,-0.540944335685009,0.58856509428569,""
"reg2","avg_score_Q19:scaleUpscales",2797.82770687635,1437.25745055435,1.9466433837565,0.0516219344707304,"."
"reg2","avg_score_Q19:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q19:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q19:clusterResidential - High Income (Wellcome)",467.626953887491,60.0875270826486,7.78242967536814,8.26195863725152e-15,"***"
"reg2","avg_score_Q19:clusterResidential - Western & Top Income (Upscale)",-1747.50784463379,1489.4036386617,-1.1732936587989,0.240722463210741,""
"reg2","avg_score_Q19:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q19:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q19:clusterUrban Hub - Local (Wellcome)",109.567772294955,81.4565630389494,1.34510674410071,0.178639228071792,""
"reg2","avg_score_Q20:scaleUpscales",2505.98053751752,802.537971451545,3.12256943180516,0.0018009294692928,"**"
"reg2","avg_score_Q20:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q20:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q20:clusterResidential - High Income (Wellcome)",323.993827157588,62.933598082546,5.14818534183642,2.70999983478694e-07,"***"
"reg2","avg_score_Q20:clusterResidential - Western & Top Income (Upscale)",-6489.85411246699,1914.84579736252,-3.38923067403444,0.000705195324510583,"***"
"reg2","avg_score_Q20:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q20:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q20:clusterUrban Hub - Local (Wellcome)",-482.793464794182,97.5607099528479,-4.94864648922215,7.66746131910112e-07,"***"
"reg2","avg_score_Q21:scaleUpscales",-1959.27303138777,574.008356320744,-3.41331795924755,0.000645817504544657,"***"
"reg2","avg_score_Q21:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q21:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q21:clusterResidential - High Income (Wellcome)",596.921144123087,62.4735462283457,9.55478246650659,1.73134797443363e-21,"***"
"reg2","avg_score_Q21:clusterResidential - Western & Top Income (Upscale)",4054.26732819879,1264.11770605686,3.20719131515464,0.00134708722272013,"**"
"reg2","avg_score_Q21:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q21:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q21:clusterUrban Hub - Local (Wellcome)",485.155462720586,76.6836006398341,6.32671729903834,2.67653517103285e-10,"***"
"reg2","avg_score_Q22:scaleUpscales",-502.603346049432,127.859280317806,-3.93091017562562,8.55325455419804e-05,"***"
"reg2","avg_score_Q22:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q22:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q22:clusterResidential - High Income (Wellcome)",360.416447848276,60.2348086604148,5.9835244082901,2.30366701054909e-09,"***"
"reg2","avg_score_Q22:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q22:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q22:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q22:clusterUrban Hub - Local (Wellcome)",312.06548015531,64.1800109257057,4.86234694656807,1.18818834380537e-06,"***"
"reg2","avg_score_Q23:scaleUpscales",NA,NA,NA,NA,""
"reg2","avg_score_Q23:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q23:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q23:clusterResidential - High Income (Wellcome)",-54.9271121191128,55.2994237797728,-0.993267350087721,0.320617867780078,""
"reg2","avg_score_Q23:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q23:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q23:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q23:clusterUrban Hub - Local (Wellcome)",-50.2500700261514,141.926978950005,-0.354055799664786,0.723308925997324,""
"reg2","avg_score_Q24:scaleUpscales",NA,NA,NA,NA,""
"reg2","avg_score_Q24:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q24:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q24:clusterResidential - High Income (Wellcome)",99.6641759334098,62.2112001980094,1.60202946762308,0.109199275490086,""
"reg2","avg_score_Q24:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q24:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q24:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q24:clusterUrban Hub - Local (Wellcome)",-525.978226740712,79.5941120355705,-6.60825547630524,4.20767164287232e-11,"***"
"reg2","avg_score_Q25:scaleUpscales",NA,NA,NA,NA,""
"reg2","avg_score_Q25:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q25:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q25:clusterResidential - High Income (Wellcome)",16.0802733903139,53.8976422333015,0.298348364121548,0.765447143352073,""
"reg2","avg_score_Q25:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q25:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q25:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q25:clusterUrban Hub - Local (Wellcome)",558.719894367322,86.5134004874222,6.45818903452479,1.13881108912722e-10,"***"
"reg2","avg_score_Q26:scaleUpscales",NA,NA,NA,NA,""
"reg2","avg_score_Q26:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q26:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q26:clusterResidential - High Income (Wellcome)",-210.911561489712,51.8288048020987,-4.06938887159466,4.77133349261728e-05,"***"
"reg2","avg_score_Q26:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q26:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q26:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q26:clusterUrban Hub - Local (Wellcome)",-400.537221636977,121.555950468223,-3.29508526809376,0.000989361190934549,"***"
"reg2","avg_score_Q27:scaleUpscales",NA,NA,NA,NA,""
"reg2","avg_score_Q27:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q27:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q27:clusterResidential - High Income (Wellcome)",62.9721022048595,64.528697184064,0.975877477043052,0.329162689674472,""
"reg2","avg_score_Q27:clusterResidential - Western & Top Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q27:clusterTourist Border(Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q27:clusterUrban Hub - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q27:clusterUrban Hub - Local (Wellcome)",-240.945359674119,94.4179454233479,-2.55190216853138,0.0107370840671285,"*"
"reg2","avg_score_Q28:scaleUpscales",NA,NA,NA,NA,""
"reg2","avg_score_Q28:clusterOffice - High Income (Upscale)",NA,NA,NA,NA,""
"reg2","avg_score_Q28:clusterOffice - Local (Wellcome)",NA,NA,NA,NA,""
"reg2","avg_score_Q28:clusterResidential - High Income (Wellcome)",-183.304035677139,44.1475588080219,-4.15207636902974,3.3382493705168e-05,"***"
